ID	x1	x2	x3	x4	label
1	1.99582673392	2.21222757812	4.41548059331	6.98626691865	1
2	1.05846411394	2.53635110056	2.68471883643	6.6551819223	0
3	1.73306274057	2.18933459589	3.794412217	6.8056667445	1
4	0.810584101582	3.76133341688	3.04896672535	9.32880552722	0
5	1.18990768521	2.27285936333	2.70466783712	5.94768757505	0
6	0.956607298291	2.49524812426	2.38721108418	6.81619783782	0
7	2.16605232683	2.95562673187	6.40262575453	8.65558188725	1
8	-0.654015547659	1.33882738749	-0.875689586805	2.36645882258	0
9	-0.715495736769	3.02294986818	-2.16297812747	5.69701251747	0
10	2.70588129123	3.01132170385	8.14865178763	8.86815353252	1
11	3.02882234876	2.59167989879	7.85023105758	8.21503893526	1
12	0.308433125573	3.15969825084	0.97463372591	6.92243874741	0
13	1.021418068	2.22094983282	2.26864787721	6.2325064287	1
14	1.10286881335	2.37136492164	2.61532633848	5.91521268574	1
15	0.68447540891	3.3374130917	2.28457305168	7.47247634094	0
16	1.46586870807	2.53627910452	3.71799793443	7.43193642843	1
17	1.86951163269	2.15846917738	4.03542434618	6.89607748583	1
18	1.09385880052	2.52842771358	2.76592931429	6.82547258794	1
19	0.0840050436169	2.43562934737	0.204623142361	5.45773105384	0
20	2.86391737429	2.37885240941	6.81321424146	8.40604538282	1
21	-0.909870964901	1.350410949	-1.22876981739	2.58307651411	0
22	2.43476984217	1.17603904644	2.86346457592	5.58801120467	1
23	-0.274609655061	2.4649365884	-0.676946343708	5.05669353856	0
24	-1.91807566583	-0.0772102665463	0.148103030889	-1.46105184966	0
25	1.41860313063	1.18941321354	1.68734069177	3.94086497004	1
26	-0.0503910912689	1.41599467124	-0.0713605018343	3.3659885336	0
27	3.01661046218	1.27414589796	3.8438136559	5.79820237823	1
28	-0.206262310158	1.60670086257	-0.331408754963	3.20473411668	0
29	1.98352948895	1.10357601018	2.18909207844	4.65058184005	1
30	1.6912193693	1.03042594077	1.74283537149	4.54561480288	1
31	0.081108856479	1.87190497152	0.151828831554	4.04892660574	0
32	-0.65659632965	1.25501238997	-0.824068034553	2.58533854152	0
33	-0.660017566419	0.635947108893	-0.419772234818	1.3191094282	0
34	2.93363352371	1.40088019328	4.11002708118	6.73395476343	1
35	0.453520516311	0.962995314579	0.436754068029	2.59491321807	0
36	0.701853007951	2.10121412316	1.47478313958	5.24328574843	0
37	0.794959016791	1.47161344543	1.16994226983	4.17605129887	0
38	2.44206155567	1.04594949425	2.55435620737	4.7128971719	1
39	1.57834042146	1.28067516146	2.0213792176	4.82507761519	1
40	0.184119461872	0.59801630801	0.110107475389	2.25596577946	0
41	-0.445267175422	2.13135142675	-0.949042805356	4.431933252	0
42	0.695295236117	1.85684439293	1.29116942431	5.36375577999	1
43	1.88755355879	1.22403878689	2.31062056348	5.12668556104	1
44	0.865839952918	1.09366608378	0.946995922022	3.4627955705	0
45	0.183594814857	3.7247616954	0.683873044506	8.6088774627	0
46	1.75085927885	2.2804304297	3.99290172971	6.90385918325	1
47	1.17240377311	2.32314382992	2.72373488161	6.10799320014	1
48	-1.68829525455	0.573045293118	-0.967542421779	-0.399258089239	0
49	2.02109048089	0.883728838734	1.78619130705	4.5871849533	1
50	2.99394701258	1.39125949255	4.16542692156	6.40744222597	1
51	0.504310218839	0.168689387111	0.0850722063596	1.13970443773	0
